Label,Degree,Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality
"Liao Q, 2022, IEEE T KNOWL DATA EN, V34, P5154, DOI 10.1109/TKDE.2021.3054993",5,0.009746588693957114,4.628402380595364e-05,0.031030418423319276,2.6633501021712904e-13
"Amancio DR, 2012, PHYSICA A, V391, P4406, DOI 10.1016/j.physa.2012.04.011",3,0.005847953216374269,0.0,0.11230297967140071,3.3402115412341125e-05
"Scholtes I, 2014, NAT COMMUN, V5, P0, DOI 10.1038/ncomms6024",3,0.005847953216374269,0.0,0.12001845155722214,7.460857432950283e-05
"Aragon P, 2017, P INT AAAI C WEB SOC, V0, P12",1,0.001949317738791423,0.0,0.11892902537062103,6.834894960316073e-05
"Bjälkebring P, 2019, FRONT EDUC, V4, P0, DOI 10.3389/feduc.2019.00030",37,0.07212475633528265,0.001353481359649123,0.07212475633528265,3.4979453207566067e-06
"Yang J, 2015, KNOWL INF SYST, V42, P181, DOI 10.1007/s10115-013-0693-z",7,0.01364522417153996,0.006419042397660818,0.1196530985844452,1.9272060959172183e-05
"Beaty RE, 2021, THINK SKILLS CREAT, V41, P0, DOI 10.1016/j.tsc.2021.100859",37,0.07212475633528265,0.001353481359649123,0.07212475633528265,3.4979453207566067e-06
"Abrams PA, 2011, J THEOR BIOL, V277, P99, DOI 10.1016/j.jtbi.2011.02.019",0,0.0,0.0,0.0,7.176579986197515e-75
"Hernández JM, 2014, J COMPLEX NETW, V2, P272, DOI 10.1093/comnet/cnu007",0,0.0,0.0,0.0,7.176579986197515e-75
"Sporns O, 2016, ANNU REV PSYCHOL, V67, P613, DOI 10.1146/annurev-psych-122414-033634",2,0.003898635477582846,0.0,0.1111124887208205,6.502576011140754e-06
"Xue BY, 2023, ENVIRON SCI TECHNOL, V57, P16823, DOI 10.1021/acs.est.3c04956",9,0.017543859649122806,1.4793929267613475e-05,0.030325181640971113,1.266367593452144e-12
"Alwasel B, 2020, INT J ADV COMPUT SC, V11, P723",6,0.011695906432748537,0.0,0.011695906432748537,2.5521016628343648e-23
"Lerner J, 2020, NETW SCI, V8, P97, DOI 10.1017/nws.2019.57",5,0.009746588693957114,0.0007469641836597837,0.09199775982443593,2.903214844526643e-07
"Barthelemy M, 2018, MORPHOGENESIS OF SPATIAL NETWORKS, V0, P0, DOI 10.1007/978-3-319-20565-6, 10.1007/978-3-319-20565-6",6,0.011695906432748537,0.0,0.13755395585298424,0.0002039264146275884
"Alessandro M, 2018, NEW J PHYS, V20, P0, DOI 10.1088/1367-2630/aac6f9",2,0.003898635477582846,0.0,0.08783473270388883,6.742455376762463e-08
"Baez JC, 2013, J MATH PHYS, V54, P0, DOI 10.1063/1.4773921",4,0.007797270955165692,0.0,0.007797270955165692,3.1123454448205347e-32
"Doreian P, 2015, J. SOC. STRUCT., V16, P1, DOI 10.21307/joss-2019-012, 10.21307/JOSS-2019-012",4,0.007797270955165692,0.0009748578211325147,0.13864565391530953,9.21557166717704e-05
"Kaminski B, 2022, NETW SCI, V10, P323, DOI 10.1017/nws.2022.27",0,0.0,0.0,0.0,7.176579986197515e-75
"Lambiotte R, 2014, IEEE T NETW SCI ENG, V1, P76, DOI 10.1109/TNSE.2015.2391998",2,0.003898635477582846,0.0,0.08568074743322127,1.9752826518789536e-06
"Anderson DF, 2011, DESIGN AND ANALYSIS OF BIOMOLECULAR CIRCUITS:ENGINEERING APPROACHES TO SYSTEMS AND SYNTHETIC BIOLOGY, V0, PP3, DOI 10.1007/978-1-4419-6766-4_1",4,0.007797270955165692,0.0,0.007797270955165692,3.1123454448205347e-32
"Bazzi M, 2016, MULTISCALE MODEL SIM, V14, P1, DOI 10.1137/15M1009615",7,0.01364522417153996,0.0022772109575070597,0.15535985330035673,0.0006892196282948636
"Broido AD, 2019, NAT COMMUN, V10, P0, DOI 10.1038/s41467-019-08746-5",6,0.011695906432748537,0.01104617284488361,0.12094167041535461,1.5127502614799748e-05
"Almeira N, 2020, PHYS REV E, V101, P0, DOI 10.1103/PhysRevE.101.012306",0,0.0,0.0,0.0,7.176579986197515e-75
"Dettmann CP, 2016, PHYS REV E, V93, P0, DOI 10.1103/PhysRevE.93.032313",9,0.017543859649122806,0.004591573624743221,0.15613125277056703,0.0009826548809109944
"AREF S, 2018, OPTIMIZATION PROBLEM, V0, P67",3,0.005847953216374269,0.0,0.005847953216374269,3.815724412657385e-38
"Allen B, 2017, NATURE, V544, P227, DOI 10.1038/nature21723",0,0.0,0.0,0.0,7.176579986197515e-75
"Kovalenko K, 2021, COMMUN PHYS-UK, V4, P0, DOI 10.1038/s42005-021-00538-y",4,0.007797270955165692,0.0,0.09226770630279402,1.9076928028775365e-07
"Tennant AG, 2017, J COMPLEX NETW, V5, P953, DOI 10.1093/comnet/cnx010",0,0.0,0.0,0.0,7.176579986197515e-75
"Alves CL, 2023, SCI REP-UK, V13, P0, DOI 10.1038/s41598-023-34650-6",4,0.007797270955165692,0.0,0.007797270955165692,3.1123454448205347e-32
"Borsboom D, 2021, NAT REV METHOD PRIME, V1, P0, DOI 10.1038/s43586-021-00055-w",22,0.042884990253411304,0.0003255208333333333,0.051319538161643426,2.52081785722841e-06
"Carletti T, 2020, PHYS REV E, V101, P0, DOI 10.1103/PhysRevE.101.022308",10,0.01949317738791423,0.0009165021494654286,0.0936973608700602,3.1436215088064616e-07
"Akutsu T, 2011, J COMPUT BIOL, V18, P1275, DOI 10.1089/cmb.2010.0281",0,0.0,0.0,0.0,7.176579986197515e-75
"Alizadehsani R, 2019, SCI DATA, V6, P0, DOI 10.1038/s41597-019-0206-3",4,0.007797270955165692,0.0,0.007797270955165692,3.1123454448205347e-32
"Batson J, 2013, COMMUN ACM, V56, P87, DOI 10.1145/2492007.2492029",0,0.0,0.0,0.0,7.176579986197515e-75
"Fornito A, 2016, FUNDAMENTALS OF BRAIN NETWORK ANALYSIS, V0, P0",6,0.011695906432748537,0.001773260072126495,0.16258962930709514,0.0004358488725322262
"Unknown -, 2011, PHYS REP, V0, P0, DOI 10.1016/j.physrep.2010.11.002",9,0.017543859649122806,0.005803500874430152,0.15353923001949316,0.0014123411887011028
"Asgari Y, 2013, PLOS ONE, V8, P0, DOI 10.1371/journal.pone.0079397",2,0.003898635477582846,0.0,0.003898635477582846,9.126706142089442e-46
"Aref S, 2017, ARXIV161109030, V0, P0",3,0.005847953216374269,0.0,0.005847953216374269,3.815724412657385e-38
"Shakarian P, 2012, 2012 IEEE/ACM INTERNATIONAL CONFERENCE ON ADVANCES IN SOCIAL NETWORKS ANALYSIS AND MINING (ASONAM), V0, PP1, DOI 10.1109/ASONAM.2012.11",12,0.023391812865497075,0.018845942982456138,0.15088692086368619,0.00022556646798751911
"Sarzynska M, 2016, J COMPLEX NETW, V4, P363, DOI 10.1093/comnet/cnv027",7,0.01364522417153996,0.00032077877170272676,0.14902765074877822,0.0006381794105630882
"Schmidhuber J, 2015, NEURAL NETWORKS, V61, P85, DOI 10.1016/j.neunet.2014.09.003",1,0.001949317738791423,0.0,0.001949317738791423,1.6548066791236449e-56
"Kenett Y, 2021, P ANN M COGNITIVE SC, V43, P0",3,0.005847953216374269,0.0,0.03758614062542898,8.60005838751846e-07
"Li W, 2012, PHYS REV LETT, V108, P0, DOI 10.1103/PhysRevLett.108.228702",15,0.029239766081871343,0.0,0.10601764770058059,0.2489817146411183
"Douglas HP, 2018, J. NUMER. COGN., V3, P642, DOI 10.5964/JNC.V3I3.113",4,0.007797270955165692,0.0,0.038123085491506545,1.0665955056231232e-06
"Kim DA, 2015, LANCET, V386, P145, DOI 10.1016/S0140-6736(15)60095-2",1,0.001949317738791423,0.0,0.10710093429152658,3.834787508408964e-05
"Azimi-Tafreshi N, 2013, PHYS REV E, V87, P0, DOI 10.1103/PhysRevE.87.032815",5,0.009746588693957114,0.0028224496426251054,0.1262844751324988,0.00011721811237356797
"Cramer CB, 2018, NETWORK SCI ED TRANS, V0, P0",4,0.007797270955165692,0.0,0.038123085491506545,1.0665955056231232e-06
"Clauset A, 2009, SIAM REV, V51, P661, DOI 10.1137/070710111",0,0.0,0.0,0.0,7.176579986197515e-75
"Kumar S, 2018, WSDM18: PROCEEDINGS OF THE ELEVENTH ACM INTERNATIONAL CONFERENCE ON WEB SEARCH AND DATA MINING, V0, PP333, DOI 10.1145/3159652.3159729",0,0.0,0.0,0.0,7.176579986197515e-75
"Bandeira AS, 2013, SIAM J MATRIX ANAL A, V34, P1611, DOI 10.1137/120875338",6,0.011695906432748537,2.6634802779866646e-05,0.14319141306007377,0.0010468128256839243
"Agryzkov T, 2019, APPL MATH COMPUT, V347, P600, DOI 10.1016/j.amc.2018.11.032",0,0.0,0.0,0.0,7.176579986197515e-75
"Luttenberger S, 2018, PSYCHOL RES BEHAV MA, V11, P311, DOI 10.2147/PRBM.S141421",3,0.005847953216374269,0.0,0.03758614062542898,8.60005838751846e-07
"Kiss IZ, 2017, INTERDISCIPLINARY APPLIED MATHEMATICS, V0, P0, DOI 10.1007/978-3-319-50806-1",0,0.0,0.0,0.0,7.176579986197515e-75
"Bakshy E, 2012, P 21 INT C WORLD WID, V0, P0, DOI 10.1145/2187836.2187907",9,0.017543859649122806,0.0021549098440545806,0.1497373062285343,0.00022166209561026747
"Delvenne J-C, 2013, DYNAMICS COMPLEX NET, V2, P221",2,0.003898635477582846,0.0,0.08568074743322127,1.9752826518789536e-06
"Yin H, 2018, PHYS REV E, V97, P0, DOI 10.1103/PhysRevE.97.052306",7,0.01364522417153996,0.0014884512417407156,0.1286613515056964,8.471025726638107e-06
"Neuhäuser L, 2020, PHYS REV E, V101, P0, DOI 10.1103/PhysRevE.101.032310",9,0.017543859649122806,0.0005616075940781567,0.09259374060068375,2.387203752071124e-07
"Kovanen L, 2011, J STAT MECH-THEORY E, V0, P0, DOI 10.1088/1742-5468/2011/11/P11005",4,0.007797270955165692,0.0042945906432748536,0.1288722717540664,0.0003451037443064974
"Lee SH, 2014, PHYS REV E, V89, P0, DOI 10.1103/PhysRevE.89.032810",7,0.01364522417153996,0.004294551362008416,0.13058486008302408,0.00018779183594231494
"Unknown -, 2010, NETWORKS: AN INTRODUCTION, V0, P0, DOI 10.1093/ACPROF:OSO/9780199206650.001.0001",2,0.003898635477582846,0.0,0.1420272552303171,0.0004898526722951107
"Baez JC, 2012, COURSE QUANTUM TECHN, V0, P0",4,0.007797270955165692,0.0,0.007797270955165692,3.1123454448205347e-32
"Afshar A, 2016, PROCEEDINGS OF THE 2016 IEEE/ACM INTERNATIONAL CONFERENCE ON ADVANCES IN SOCIAL NETWORKS ANALYSIS AND MINING ASONAM 2016, V0, PP354, DOI 10.1109/ASONAM.2016.7752258",1,0.001949317738791423,0.0,0.002599090318388564,1.369194125295638e-51
"Guex G, 2019, NETW SCI, V7, P88, DOI 10.1017/nws.2018.29",4,0.007797270955165692,0.0,0.007797270955165692,3.1123454448205347e-32
"Abedi A, 2019, RELIAB ENG SYST SAFE, V183, P153, DOI 10.1016/j.ress.2018.11.019",0,0.0,0.0,0.0,7.176579986197515e-75
"Ahmad J, 2021, RSC ADV, V11, P8314, DOI 10.1039/d0ra10616j",0,0.0,0.0,0.0,7.176579986197515e-75
"Lydon-Staley DM, 2021, NAT HUM BEHAV, V5, P327, DOI 10.1038/s41562-020-00985-7",3,0.005847953216374269,0.0,0.03758614062542898,8.60005838751846e-07
"Ahmed R, 2018, J APPL SEC RES, V13, P376, DOI 10.1080/19361610.2018.1463140",4,0.007797270955165692,0.0,0.11064332972551795,2.3824972958950035e-06
"Morone F, 2015, NATURE, V524, P65, DOI 10.1038/nature14604",9,0.017543859649122806,0.0010736476608187134,0.1497373062285343,0.0002226020939741409
"Bonami P, 2008, DISCRETE OPTIM, V5, P186, DOI 10.1016/j.disopt.2006.10.011",3,0.005847953216374269,0.0,0.005847953216374269,3.815724412657385e-38
"Golino H, 2021, PSYCHOL TEST ADAPT D, V1, P0",4,0.007797270955165692,0.0,0.038123085491506545,1.0665955056231232e-06
"Goldenberg A, 2010, FOUND TRENDS MACH LE, V2, P129, DOI 10.1561/2200000005",0,0.0,0.0,0.0,7.176579986197515e-75
"Borge-Holthoefer J, 2012, PHYS REV E, V85, P0, DOI 10.1103/PhysRevE.85.066123",9,0.017543859649122806,0.0,0.12598090668266107,0.00019876812149475658
"Citraro S, 2020, APPL NETW SCI, V5, P0, DOI 10.1007/s41109-020-00302-1",4,0.007797270955165692,0.0,0.038123085491506545,1.0665955056231232e-06
"Vespignani A, 2010, NATURE, V464, P984, DOI 10.1038/464984a",15,0.029239766081871343,0.0,0.10601764770058059,0.2489817146411183
"Newman MEJ, 2018, NAT PHYS, V14, P542, DOI 10.1038/s41567-018-0076-1",6,0.011695906432748537,0.0016018394547574115,0.10474628350430447,9.687850670921776e-07
"Leskovec J, 2009, INTERNET MATH, V6, P29, DOI 10.1080/15427951.2009.10129177",0,0.0,0.0,0.0,7.176579986197515e-75
"Unknown -, 2012, STRUCTURE COMPLEX NE, V0, P0, DOI 10.1093/ACPROF:OSO/9780199591756.001.0001",0,0.0,0.0,0.0,7.176579986197515e-75
"Masuda N, 2017, PHYS REP, V716, P1, DOI 10.1016/j.physrep.2017.07.007",8,0.015594541910331383,0.02275163630799939,0.14916904320679414,0.00020454703364518922
"Cowan NJ, 2012, PLOS ONE, V7, P0, DOI 10.1371/journal.pone.0038398",0,0.0,0.0,0.0,7.176579986197515e-75
"Andreotti J, 2014, PLOS ONE, V9, P0, DOI 10.1371/journal.pone.0115503",0,0.0,0.0,0.0,7.176579986197515e-75
"Amancio DR, 2015, PLOS ONE, V10, P0, DOI 10.1371/journal.pone.0136076",3,0.005847953216374269,0.0,0.005847953216374269,3.815724412657385e-38
"Banerjee A, 2013, SCIENCE, V341, P363, DOI 10.1126/science.1236498",4,0.007797270955165692,0.0021549098440545806,0.132678625772119,0.0005736427290511127
"Contisciani M, 2022, NAT COMMUN, V13, P0, DOI 10.1038/s41467-022-34714-7",6,0.011695906432748537,0.0019512114287895221,0.11611829508121196,3.1948495732539553e-06
"Alstott J, 2014, PLOS ONE, V9, P0, DOI 10.1371/journal.pone.0085777",2,0.003898635477582846,0.008496142780314074,0.13876802430711477,0.01725521546853972
"Allen L, 2018, TECH. REP, V0, P0",3,0.005847953216374269,0.0,0.0934745371819031,2.0371581059258975e-07
"Tudisco F, 2023, SIAM J MATH DATA SCI, V5, P1, DOI 10.1137/22M1480926",6,0.011695906432748537,0.0019512114287895221,0.11611829508121196,3.1948495732539553e-06
"Kunegis J, 2013, PROCEEDINGS OF THE 22ND INTERNATIONAL CONFERENCE ON WORLD WIDE WEB (WWW13 COMPANION), V0, P1343",5,0.009746588693957114,0.0014213775178687571,0.11956210763495133,1.9234809110046882e-05
"Estrada E, 2016, PHYSICA D, V323, P20, DOI 10.1016/j.physd.2015.10.021",2,0.003898635477582846,0.0,0.003898635477582846,9.126706142089442e-46
"Kirkley A, 2019, PHYS REV E, V99, P0, DOI 10.1103/PhysRevE.99.012320",4,0.007797270955165692,0.00034925276153346333,0.12567879419661152,1.7692145927498115e-05
"Anderson C, 2015, PSYCHOL BULL, V141, P574, DOI 10.1037/a0038781",0,0.0,0.0,0.0,7.176579986197515e-75
"Agreste S, 2016, INFORM SCIENCES, V351, P30, DOI 10.1016/j.ins.2016.02.027",2,0.003898635477582846,0.0,0.11803616481979054,2.9806877853481424e-05
"Castro N, 2020, COGNITIVE SCI, V44, P0, DOI 10.1111/cogs.12881",4,0.007797270955165692,0.0,0.038123085491506545,1.0665955056231232e-06
"Alves CL, 2022, MEDRXIV, V0, P0",4,0.007797270955165692,0.0,0.007797270955165692,3.1123454448205347e-32
"Duan FD, 2022, INT J HYDROGEN ENERG, V47, P33839, DOI 10.1016/j.ijhydene.2022.07.251",8,0.015594541910331383,0.00028545837147649577,0.03465735044682413,5.601405379299889e-13
"Berthier E, 2019, P NATL ACAD SCI USA, V116, P16742, DOI 10.1073/pnas.1900272116",6,0.011695906432748537,0.0,0.13755395585298424,0.00020392641462758837
"Benzi M, 2013, J COMPLEX NETW, V1, P124, DOI 10.1093/comnet/cnt007",5,0.009746588693957114,0.006419042397660818,0.11254414569789621,3.370573346369123e-05
"Benson AR, 2019, SIAM J MATH DATA SCI, V1, P293, DOI 10.1137/18M1203031",0,0.0,0.0,0.0,7.176579986197515e-75
"Lancichinetti A, 2010, PLOS ONE, V5, P0, DOI 10.1371/journal.pone.0011976",0,0.0,0.0,0.0,7.176579986197515e-75
"Marshall E M, 2017, MSOR CONNECTIONS, V15, P28, DOI 10.21100/MSOR.V15I3.555, 10.21100/msor.v15i3.555",3,0.005847953216374269,0.0,0.03758614062542898,8.60005838751846e-07
"Chen SX, 2024, J COMPLEX NETW, V12, P0, DOI 10.1093/comnet/cnad053",12,0.023391812865497075,0.00045936478503611714,0.03421302544109561,7.247528805030077e-13
"Almendral JA, 2011, CHAOS, V21, P0, DOI 10.1063/1.3570920",4,0.007797270955165692,1.6371223196881092e-05,0.12302360840372535,0.00011792049221467684
"Stella M, 2018, SCI REP-UK, V8, P0, DOI 10.1038/s41598-018-20730-5",3,0.005847953216374269,0.012626392602053872,0.1622540469968638,0.0007692670543427723
"Peng Y, 2023, INFORM SCIENCES, V621, P672, DOI 10.1016/j.ins.2022.11.101",14,0.02729044834307992,0.000459110714058362,0.041055630529314734,1.1853583102346424e-12
"Granell C, 2015, PHYS REV E, V92, P0, DOI 10.1103/PhysRevE.92.012805",4,0.007797270955165692,0.0,0.13403595186697442,0.00010463031360516326
"Bick C, 2023, SIAM REVIEW, V65, P686, DOI 10.1137/21M1414024, 10.1137/21M1414024",0,0.0,0.0,0.0,7.176579986197515e-75
"Ajwani Deepak, 2015, ALENEX 15 P M ALG EN, V0, PP159, DOI 10.1137/1.9781611973754.14",1,0.001949317738791423,0.0,0.08376354370802398,2.6090074556513336e-07
"Avetisov V, 2016, PHYS REV E, V94, P0, DOI 10.1103/PhysRevE.94.062313",2,0.003898635477582846,0.0,0.003898635477582846,9.126706142089442e-46
"Gao Z, 2024, COMMUN NONLINEAR SCI, V131, P0, DOI 10.1016/j.cnsns.2023.107793",6,0.011695906432748537,0.0,0.011695906432748537,2.5521016628343648e-23
"Kaluza Pablo, 2010, J R SOC INTERFACE, V7, P1093, DOI 10.1098/rsif.2009.0495",1,0.001949317738791423,0.0,0.001949317738791423,1.6548066791236449e-56
"Kubsch M, 2021, DISCIP. INTERDISCIP. SCI. EDUC. RES, V3, P2, DOI 10.1186/s43031-020-00030-7, 10.1186/S43031-020-00030-7",3,0.005847953216374269,0.0,0.03758614062542898,8.60005838751846e-07
"Abdi A, 2021, PEERJ COMPUT SCI, V7, P0, DOI 10.7717/peerj-cs.689",0,0.0,0.0,0.0,7.176579986197515e-75
"Aral S, 2012, SCIENCE, V337, P337, DOI 10.1126/science.1215842",11,0.021442495126705652,0.0005434800093167215,0.1575392500400411,0.0023132622438434107
"Amico E, 2018, SCI REP-UK, V8, P0, DOI 10.1038/s41598-018-25089-1",4,0.007797270955165692,0.0,0.16142112067757802,0.0003558999934347336
"Aksoy SG, 2017, J COMPLEX NETW, V5, P581, DOI 10.1093/comnet/cnx001",2,0.003898635477582846,0.0,0.003898635477582846,9.126706142089442e-46
"Cao C, 2022, NUCLEIC ACIDS RES, V50, PD1123, DOI 10.1093/nar/gkab957",6,0.011695906432748537,3.951904593808834e-05,0.03558154645873944,7.479872028052733e-13
"Foley AE, 2017, CURR DIR PSYCHOL SCI, V26, P52, DOI 10.1177/0963721416672463",4,0.007797270955165692,0.0,0.038123085491506545,1.0665955056231232e-06
"Huang S, 2024, FUZZY SET SYST, V480, P0, DOI 10.1016/j.fss.2024.108858",7,0.01364522417153996,0.00010347391332405953,0.031769237909588785,4.196306765737299e-13
"Bullmore ET, 2012, NAT REV NEUROSCI, V13, P336, DOI 10.1038/nrn3214",3,0.005847953216374269,0.0001924472918853402,0.10835573503787801,2.9495074950549834e-05
"Golino H, 2021, EGANET EXPLORATORY G, V0, P0",4,0.007797270955165692,0.0,0.038123085491506545,1.0665955056231232e-06
"Afrin T, 2019, J COMPLEX NETW, V7, P393, DOI 10.1093/comnet/cny025",2,0.003898635477582846,0.0,0.08783473270388883,6.742455376762463e-08
"Radicchi F, 2013, NAT PHYS, V9, P717, DOI 10.1038/NPHYS2761, 10.1038/nphys2761",15,0.029239766081871343,0.0,0.10601764770058059,0.2489817146411183
"Pastor-Satorras R, 2015, REV MOD PHYS, V87, P925, DOI 10.1103/RevModPhys.87.925",27,0.05263157894736842,0.0901258465487589,0.18672704458427675,0.000828077591720647
