Label,Degree,Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality
"Hunter DR, 2008, J STAT SOFTW, V24, P0, DOI 10.18637/JSS.V024.I03, 10.18637/jss.v024.i03",5,0.003056234718826406,8.33976858900865e-05,0.11526999724690752,0.0007287052636137718
"Bastani S, 2007, SOC NETWORKS, V29, P357, DOI 10.1016/j.socnet.2007.01.004",0,0.0,0.0,0.0,1.304488961016322e-294
"de la Haye K, 2017, SOC NETWORKS, V50, P17, DOI 10.1016/j.socnet.2017.02.001",7,0.004278728606356968,0.018868674817236426,0.11141586564329206,2.1659512397501077e-06
"COHEN CI, 1980, GERONTOLOGIST, V20, P36, DOI 10.1093/geront/20.1.36",7,0.004278728606356968,0.0,0.004278728606356968,7.725687840211485e-69
"BERKOWITZ SD, 1976, 17 ROYAL COMM CORP C, V0, P0",6,0.003667481662591687,0.0,0.0046225550122249385,2.293923587283856e-77
"Kitts JA, 2021, SOC NETWORKS, V66, P161, DOI 10.1016/j.socnet.2021.01.004",18,0.011002444987775062,0.0010716374275757808,0.08273623060564708,6.791655505088828e-08
"EISENBERG EM, 1983, HUM COMMUN RES, V10, P179, DOI 10.1111/j.1468-2958.1983.tb00010.x",3,0.0018337408312958435,0.0,0.09669164099896044,0.0014708512299340818
"Marineau JE, 2018, SOC NETWORKS, V54, P145, DOI 10.1016/j.socnet.2018.01.006",12,0.007334963325183374,0.0025015495343664665,0.11174628796640437,3.4649623138419684e-06
"Larsen AG, 2017, SOC NETWORKS, V50, P55, DOI 10.1016/j.socnet.2017.03.009",2,0.0012224938875305623,0.0,0.08649829653906649,1.1481416547430942e-08
"MICHAELSON A, 1991, CONNECTIONS, V14, P10",2,0.0012224938875305623,7.477026835049311e-07,0.092763915027125,4.833656237413143e-05
"Ackland R, 2011, SOC NETWORKS, V33, P177, DOI 10.1016/j.socnet.2011.03.001",6,0.003667481662591687,0.00268430271463741,0.1281297026682536,3.4338632029359556e-05
"STOLTE JF, 1988, SOC PSYCHOL QUART, V51, P357, DOI 10.2307/2786762",2,0.0012224938875305623,0.0009458438946337379,0.09176467840028728,2.65401760852743e-05
"*OBJ, 1990, SMALL REL 4 US GUID, V0, P0",3,0.0018337408312958435,0.0,0.07433642208069406,2.155675116109024e-07
"*US DEP HHS, 2019, HLTH INF PRIV, V0, P0",0,0.0,0.0,0.0,1.304488961016322e-294
"Borgatti SP, 2002, UCINET FOR WINDOWS: SOFTWARE FOR SOCIAL NETWORK ANALYSIS, V0, P0, DOI 10.1111/J.1439-0310.2009.01613.X, 10.1111/j.1439-0310.2009.01613.x",1,0.0006112469437652812,0.0,0.08296042904576739,7.953178009733205e-07
"Barash V, 2012, SOC NETWORKS, V34, P451, DOI 10.1016/j.socnet.2012.02.003",2,0.0012224938875305623,0.0,0.09879787279159612,9.089932975224355e-07
"Bodin Ö, 2019, NAT SUSTAIN, V2, P551, DOI 10.1038/s41893-019-0308-0",2,0.0012224938875305623,0.0,0.08675874128599602,1.4744446111088337e-08
"Mollenhorst G, 2014, SOC NETWORKS, V37, P65, DOI 10.1016/j.socnet.2013.12.003",12,0.007334963325183374,0.006232990662695546,0.11602080845588193,2.3382087071443318e-05
"CALLINICOS A, 1985, THEOR SOC, V14, P133, DOI 10.1007/BF00157530",0,0.0,0.0,0.0,1.304488961016322e-294
"Barnes M, 2016, SOC NETWORKS, V45, P55, DOI 10.1016/j.socnet.2015.11.004",7,0.004278728606356968,0.0012976478896548106,0.10142661834573632,5.822041344690678e-07
"Blau P, 1984, CROSS-CUTTING SOCIAL CIRCLES, V0, P0",14,0.008557457212713936,0.0004979699872142841,0.08222238410419362,9.34583396381948e-05
"Amaral LAN, 2000, P NATL ACAD SCI USA, V97, P11149, DOI 10.1073/pnas.200327197",9,0.005501222493887531,0.007524879806793627,0.10957160346733778,8.225286664354181e-05
"AGUILERAGRANJA, 1992, CATALOGO 1992 93 PRO, V0, P0",0,0.0,0.0,0.0,1.304488961016322e-294
"Emanuelson P, 2005, CURR RES SOC PSYCHOL, V10, P149",4,0.0024449877750611247,0.0,0.10439894571626886,1.4970334229789072e-05
"*CTR DIS CONTR, 1990, HIV AIDS SURV REP, V0, P0",11,0.006723716381418093,5.607770126286984e-07,0.006803444243648347,2.0084291686930685e-25
"Unknown -, 2005, MODELS AND METHODS IN SOCIAL NETWORK ANALYSIS, V0, P0",10,0.006112469437652812,0.0011006516697329351,0.12895612828767503,0.0006722117841161755
"Volk AA, 2017, AGGRESS VIOLENT BEH, V36, P34, DOI 10.1016/j.avb.2017.07.003",3,0.0018337408312958435,0.00011449355409062123,0.11021258933529836,1.7788943565945177e-06
"BARRERA D, 2005, TRUST EMBEDDED SETTI, V0, P0",0,0.0,0.0,0.0,1.304488961016322e-294
"Brines J, 1999, AM SOCIOL REV, V64, P333, DOI 10.2307/2657490",0,0.0,0.0,0.0,1.304488961016322e-294
"Mills HL, 2014, DRUG ALCOHOL DEPEN, V142, P120, DOI 10.1016/j.drugalcdep.2014.06.015",3,0.0018337408312958435,0.0,0.1291601458934037,1.7805055394603187e-05
"Arena G, 2024, SOCIOL METHOD RES, V53, P1201, DOI 10.1177/00491241221113875",3,0.0018337408312958435,0.0,0.0019559902200489,9.054381668940347e-142
"ADAMIC L, 1999, P EUR C DIG LIB, V0, P0",6,0.003667481662591687,0.0,0.08552419961601633,2.4449480323686828e-06
"Snijders TAB, 2015, SOCIOL METHOD RES, V44, P222, DOI 10.1177/0049124113494573",1,0.0006112469437652812,0.0,0.1194294412533789,4.238480223126663e-06
"BORGATTI S, 2005, NETDRAW GRAPH VISUAL, V0, P0",2,0.0012224938875305623,0.0,0.09030138322439553,2.1637370086892876e-06
"Bourdieu P, 2010, DISTINCTION: A SOCIAL CRITIQUE OF THE JUDGEMENT OF TASTE, V0, P0",5,0.003056234718826406,0.00021326913740974548,0.09432695037564674,1.992213443757019e-06
"BONACICH P, 1987, AM J SOCIOL, V92, P1170, DOI 10.1086/228631",8,0.004889975550122249,0.012475445287990189,0.10407730867964167,0.000366075511217389
"CUMMINGSJ, 2001, THESIS CARNEGIEMELLO, V0, P0",3,0.0018337408312958435,0.0,0.09093843001962935,2.1827971692956916e-08
"BUTTS CT, 1999, SPATIAL MODELS NETWO, V0, P0",7,0.004278728606356968,0.0,0.10622137120258776,1.3348658295658956e-05
"Lospinoso JA, 2011, ADV DATA ANAL CLASSI, V5, P147, DOI 10.1007/s11634-010-0076-1",6,0.003667481662591687,0.004333474249932639,0.1301554014350295,3.5620086590490056e-05
"*NAT OP RES CTR, 1986, GEN SOC SURV, V0, P0",0,0.0,0.0,0.0,1.304488961016322e-294
"Albert R, 2002, REV MOD PHYS, V74, P47, DOI 10.1103/RevModPhys.74.47",18,0.011002444987775062,0.021904810579684974,0.11896535599289217,0.0007291041249918502
"DUNKERLEY D, 1981, ORGAN STUD, V2, P229, DOI 10.1177/017084068100200302",6,0.003667481662591687,0.0,0.0046225550122249385,5.415708530176025e-66
"Kukkonen A, 2018, ENVIRON SCI POLICY, V81, P54, DOI 10.1016/j.envsci.2017.12.008",6,0.003667481662591687,2.002775045102494e-07,0.07962286302027528,3.059168088310018e-08
"Rudolph Abby E, 2021, SOC NETWORKS, V67, P47, DOI 10.1016/j.socnet.2019.09.002",7,0.004278728606356968,0.0,0.07901279995172733,7.279403848697625e-09
"Borgatti StephenP, 1992, SOCIOL METHODOL, V22, P1",7,0.004278728606356968,0.0,0.1185478831802356,8.948581890231938e-05
"Hafner-Burton EM, 2009, INT ORGAN, V63, P559, DOI 10.1017/S0020818309090195",9,0.005501222493887531,0.00029495571782502496,0.10122749603238965,1.6836251678742757e-05
"SADE DS, 1988, AM J PHYS ANTHROPOL, V77, P409, DOI 10.1002/ajpa.1330770403",0,0.0,0.0,0.0,1.304488961016322e-294
"Abell P, 2009, J MATH SOCIOL, V33, P129, DOI 10.1080/00222500902718239",4,0.0024449877750611247,0.0,0.0991980261848387,2.143690171751955e-05
"Michod RE, 1985, P95, V0, P0",10,0.006112469437652812,1.19632429360789e-06,0.06752686149720617,2.010635155725459e-05
"Kovács B, 2014, ADMIN SCI QUART, V59, P1, DOI 10.1177/0001839214523602",4,0.0024449877750611247,0.0001391967231227879,0.1260362416829367,3.4224874080841225e-05
"Stadtfeld C, 2020, SOC NETWORKS, V60, P129, DOI 10.1016/j.socnet.2019.10.008",11,0.006723716381418093,0.0013043089610050324,0.11149194339381667,5.684125415098354e-06
"FRIEDKIN NE, 1984, SOCIOL METHOD RES, V12, P235, DOI 10.1177/0049124184012003001",10,0.006112469437652812,0.0001871168385018431,0.09992653066110435,0.010074376432881466
"Crouch B, 1998, CONNECTIONS, V21, P87",6,0.003667481662591687,0.0,0.12733034918137082,3.847127345512817e-05
"BERNARD HR, 1988, ETHNOLOGY, V27, P155, DOI 10.2307/3773626",7,0.004278728606356968,0.0014154011798748346,0.10089389357378652,8.717732080456818e-07
"BENDAVID J, 1982, ED ISRAEL, V2, P363",1,0.0006112469437652812,0.0,0.08300260159293968,0.00046391976207812784
"Shakya HB, 2017, SOC NETWORKS, V48, P157, DOI 10.1016/j.socnet.2016.08.008",5,0.003056234718826406,0.0006632489150159763,0.11034914469491632,1.7456811039282058e-06
"BORGATTI SP, 1988, USERS MANUAL NETPAC, V0, P0",4,0.0024449877750611247,0.0,0.09588721802891916,0.0007919819100950426
"Moliterno TP, 2011, J MANAGE, V37, P443, DOI 10.1177/0149206310371692",12,0.007334963325183374,0.0020346493223007424,0.13732544247287176,0.00010649165619633504
"Li XY, 2019, SOC SCI MED, V232, P417, DOI 10.1016/j.socscimed.2019.05.026",3,0.0018337408312958435,0.0007063175494191982,0.08176944383619623,1.1802678320145995e-08
"Parker A, 2016, ORGAN STUD, V37, P375, DOI 10.1177/0170840615613371",1,0.0006112469437652812,0.0,0.10603741818394492,1.6676675973073712e-07
"BURT RS, 1989, AM J SOCIOL, V94, P723",4,0.0024449877750611247,0.0,0.0024449877750611247,7.210103389182076e-120
"Cheadle JE, 2012, SOC SCI RES, V41, P1198, DOI 10.1016/j.ssresearch.2012.03.014",8,0.004889975550122249,0.0011763656821052388,0.11678146460859065,2.9900475011258363e-05
"DOREIAN P, 1987, SOC NETWORKS, V9, P89, DOI 10.1016/0378-8733(87)90008-6",17,0.01039119804400978,0.07248580522295225,0.12045735971984103,0.002516047888003586
"HUNTER SM, 1991, SOC NETWORKS, V13, P91, DOI 10.1016/0378-8733(91)90015-L",1,0.0006112469437652812,0.0,0.0006112469437652812,2.3601484716108725e-219
"Broccatelli C, 2016, METHODOL INNOV, V9, P1",10,0.006112469437652812,0.0019352030951556864,0.1198824897945995,5.039806738457902e-06
"Burt RS, 1997, SOC NETWORKS, V19, P355, DOI 10.1016/S0378-8733(97)00003-8",13,0.007946210268948655,0.007210431309262521,0.11036157560003008,1.406757063319301e-05
"BONACICH P, 1981, UNPUB COMMON STRUCTU, V0, P0",5,0.003056234718826406,0.0,0.08425178075348014,0.008734783550773985
"Chung FRK, 1998, J. AMER. MATH. SOC, V2, P187, DOI 10.1090/S0894-0347-1989-0965008-X, 10.1090/S0894-0347-1989-0965008-X, 10.2307/1990973.MR965008",1,0.0006112469437652812,0.0,0.0006112469437652812,2.3601484716108725e-219
"Fang RL, 2015, ORGAN SCI, V26, P1243, DOI 10.1287/orsc.2015.0972",9,0.005501222493887531,0.019765681008826398,0.12285925590688074,2.266942174463371e-06
"BOYD R, 1988, ETHOL SOCIOBIOL, V9, P211, DOI 10.1016/0162-3095(88)90022-2",9,0.005501222493887531,3.738513417524655e-07,0.0675222073610495,1.3616592988997735e-05
"BOISSEVAIN J, 1979, CURR ANTHROPOL, V20, P392, DOI 10.1086/202277",2,0.0012224938875305623,0.0,0.0019101466992665038,1.8778663850279863e-137
"Marin A, 2013, SOCIOL FORUM, V28, P350, DOI 10.1111/socf.12022",4,0.0024449877750611247,0.00018841626349380436,0.09684457360631347,7.882396111600911e-08
"Davis JamesA, 1979, PERSPECTIVES ON SOCIAL NETWORK RESEARCH, V0, PP51, DOI 10.1016/B978-0-12-352550-5.50009-2",14,0.008557457212713936,0.000930685693519838,0.08294638105168631,0.09821361807278682
"Abbate A, 2017, NETWORKS SCI, V0, P0",1,0.0006112469437652812,0.0,0.0006112469437652812,2.3601484716108725e-219
"Hollstein B, 2020, NETW SCI, V8, P223, DOI 10.1017/nws.2020.4",6,0.003667481662591687,3.034675096135038e-05,0.09825290408198446,5.206444698568065e-07
"Unknown -, 2011, MULTILEVEL ANALYSIS: AN INTRODUCTION TO BASIC AND ADVANCED MULTILEVEL MODELING, V0, P0",22,0.013447432762836185,0.06060759327568686,0.14047601184420233,0.00025993894296798113
"STEPHENSON K, 1989, SOC NETWORKS, V11, P1, DOI 10.1016/0378-8733(89)90016-6",6,0.003667481662591687,0.0024341601891884287,0.11362557487838867,0.00027070906311179254
"Matzat U, 2010, SOC NETWORKS, V32, P105, DOI 10.1016/j.socnet.2009.08.002",3,0.0018337408312958435,0.00011420433395293619,0.10747994586960692,2.3322176832085706e-06
"Bright DA, 2012, CRIME LAW SOCIAL CH, V57, P151, DOI 10.1007/s10611-011-9336-z",7,0.004278728606356968,5.732387240204472e-07,0.08645249793518064,5.445989313329943e-07
"BROWN JS, 1987, THEOR POPUL BIOL, V31, P140, DOI 10.1016/0040-5809(87)90026-8",8,0.004889975550122249,0.001563695545436615,0.07389905005668455,5.3016050635777996e-05
"Volker B, 2016, SOC NETWORKS, V47, P47, DOI 10.1016/j.socnet.2016.04.004",7,0.004278728606356968,0.0002439785746649372,0.12326116087084386,2.8231908844008476e-05
"ALLAN G, 1980, UNFULFILLED PROMISE, V0, P0",2,0.0012224938875305623,0.0,0.0019101466992665038,1.8778663850279863e-137
"Agreste S, 2016, INFORM SCIENCES, V351, P30, DOI 10.1016/j.ins.2016.02.027",7,0.004278728606356968,0.0009459685117476554,0.08645249793518064,4.207535328168843e-07
"Klofstad CA, 2009, PUBLIC OPIN QUART, V73, P462, DOI 10.1093/poq/nfp032",1,0.0006112469437652812,0.0,0.09047651520146537,1.2536586952926536e-06
"BURT RS, 1976, SOCIOL METHOD RES, V5, P3, DOI 10.1177/004912417600500101",11,0.006723716381418093,1.7630091827505925e-06,0.07551099942974157,0.15545753640605478
"An WH, 2015, NETW SCI, V3, P269, DOI 10.1017/nws.2015.12",5,0.003056234718826406,0.00010526211309240616,0.12262857761941007,7.916184922971841e-06
"BREWER DD, 1994, SOC NETWORKS, V16, P347, DOI 10.1016/0378-8733(94)90016-7",7,0.004278728606356968,0.0016024335914317878,0.10482342249106218,1.7599555957636324e-06
"Read JM, 2012, EPIDEMIOL INFECT, V140, P2117, DOI 10.1017/S0950268812000842",3,0.0018337408312958435,0.00047254809597511646,0.08768278050670966,6.849572012704125e-08
"BERKMAN LF, 1979, AM J EPIDEMIOL, V109, P186, DOI 10.1093/oxfordjournals.aje.a112674",9,0.005501222493887531,0.0028859719127526,0.08924027205333093,0.010474520130042124
"Wang P, 2013, SOC NETWORKS, V35, P211, DOI 10.1016/j.socnet.2011.12.004",5,0.003056234718826406,0.003055145516225844,0.13642664066306462,0.0001882110888737632
"BERZBORN S, 1996, THESIS U COLOGNE, V0, P0",2,0.0012224938875305623,0.0,0.0016299918500407497,9.155931022456911e-157
"BAERVELDT C, 1990, SCH BROEDPLAATS BROE, V0, P0",3,0.0018337408312958435,0.0,0.10286431190691592,7.672518689026824e-06
"*US DEP HOUS URB D, 1980, NEIGHB SELP HELP CAS, V0, P0",1,0.0006112469437652812,0.0,0.0673597158004309,7.633692248431762e-06
"Ward MD, 2011, ANNU REV POLIT SCI, V14, P245, DOI 10.1146/annurev.polisci.12.040907.115949",4,0.0024449877750611247,0.0,0.09788965893300029,3.577191824338111e-06
"Bidart C, 2018, SOC NETWORKS, V54, P1, DOI 10.1016/j.socnet.2017.11.003",7,0.004278728606356968,0.0027096403664870145,0.11076084868303755,1.7983710434502498e-06
"SEIDMAN SB, 1978, J MATH SOCIOL, V6, P139, DOI 10.1080/0022250X.1978.9989883",3,0.0018337408312958435,0.0,0.0021830247991617186,3.366107820706432e-137
"Deng HZ, 2012, SOC NETWORKS, V34, P253, DOI 10.1016/j.socnet.2011.12.006",3,0.0018337408312958435,0.0,0.10566002012526607,7.595911616190211e-07
"Bianchi F, 2023, ORGAN RES METHODS, V26, P524, DOI 10.1177/10944281211058469",2,0.0012224938875305623,0.0,0.0013753056234718827,9.155931022456916e-157
"Wang P, 2009, PNET. PROGRAM FOR THE SIMULATION AND ESTIMATION OF EXPONENTIAL RANDOM GRAPH (P*) MODELS, V0, P0",6,0.003667481662591687,0.002689983096980784,0.12605245838927778,7.628880991971784e-05
"Rubineau B, 2019, SOC NETWORKS, V56, P33, DOI 10.1016/j.socnet.2018.08.005",9,0.005501222493887531,0.006173757558701968,0.11559642555769523,5.4645744933756285e-06
"Knoke D, 1982, NETWORK ANAL, V0, P0",11,0.006723716381418093,0.002286180159761605,0.09786032430341295,0.008069762407709069
"Harrigan N, 2017, SOC NETWORKS, V48, P126, DOI 10.1016/j.socnet.2016.07.003",24,0.014669926650366748,0.037091095480536455,0.1265409075951262,1.5273220922689926e-05
"Papachristos AV, 2013, AM SOCIOL REV, V78, P417, DOI 10.1177/0003122413486800",7,0.004278728606356968,0.0027426524976694833,0.11640680924447089,4.5308586070962776e-06
"BURT RS, 1979, J MATH SOCIOL, V6, P211, DOI 10.1080/0022250X.1979.9989890",11,0.006723716381418093,1.3938857840968608e-06,0.08277817546273486,0.1805316265698805
"ALEXANDER RD, 1985, ZYGON, V20, P3, DOI 10.1111/j.1467-9744.1985.tb00574.x",9,0.005501222493887531,3.738513417524655e-07,0.0675222073610495,1.3616592988997735e-05
"BURT RS, 1994, MARKET STRUCTURE CON, V0, P0",9,0.005501222493887531,0.0017476568835921998,0.11646216198305599,1.188018450765899e-05
"WINSHIP C, 1988, SOC NETWORKS, V10, P209, DOI 10.1016/0378-8733(88)90013-5",6,0.003667481662591687,4.1642440643088395e-05,0.10701034479535412,0.0016604243412648065
"BEEKENKAMP GG, 1984, NEDERLANDSE ELITES B, V0, P85",2,0.0012224938875305623,0.0,0.0012224938875305623,2.487448444635781e-175
"KILLWORTH PD, 1979, SOC NETWORKS, V2, P19, DOI 10.1016/0378-8733(79)90009-1",2,0.0012224938875305623,0.0,0.08914283044599336,0.007588681180745734
"Belsley DA, 2005, REGRESSION DIAGNOSTICS: IDENTIFYING INFLUENTIAL DATA AND SOURCES OF COLLINEARITY, V0, P0",1,0.0006112469437652812,0.0,0.0006112469437652812,2.3601484716108725e-219
"Ahnert SE, 2007, PHYS REV E, V76, P0, DOI 10.1103/PhysRevE.76.016101",3,0.0018337408312958435,0.0002453746091396209,0.11408870462343856,0.0002975630908606601
"BOYD JP, 2002, UNPUB SOCIAL NETWORK, V0, P0",3,0.0018337408312958435,0.0,0.0021830247991617186,3.366107820706431e-137
"Ellwardt L, 2012, SOC NETWORKS, V34, P193, DOI 10.1016/j.socnet.2011.11.003",15,0.009168704156479218,0.014062115857704892,0.12929651664266426,0.00024279472676631004
"Currarini S, 2010, P NATL ACAD SCI USA, V107, P4857, DOI 10.1073/pnas.0911793107",4,0.0024449877750611247,0.00044150277504659833,0.10313503596183461,4.226241059630804e-05
"BORGATTI S, 1992, UCINET 4 VERSION 1 6, V0, P0",1,0.0006112469437652812,0.0,0.12112756016338613,1.5050166920867622e-06
"Krivitsky PN, 2012, ELECTRON J STAT, V6, P1100, DOI 10.1214/12-EJS696",5,0.003056234718826406,0.00014482448870386069,0.12033898865022319,4.939802167601523e-06
"Wang P, 2016, METHODS SER, V12, P125, DOI 10.1007/978-3-319-24520-1_6",7,0.004278728606356968,0.0,0.10547800458672127,2.4614197208813647e-06
"Fischer Claude S, 1982, TO DWELL AMONG FRIENDS: PERSONAL NETWORKS IN TOWN AND CITY, V0, P0",13,0.007946210268948655,0.007795701971444414,0.09012692793021776,8.42144343086777e-05
"ARABIE P, 1988, DATA ANAL DECISION S, V0, P215",6,0.003667481662591687,0.0,0.10072791554611013,0.0020624945580503917
"Adamic LA, 2003, SOC NETWORKS, V25, P211, DOI 10.1016/S0378-8733(03)00009-1",17,0.01039119804400978,0.0032018510868614316,0.10543259864415272,0.0003274675507271424
"Back MD, 2010, PSYCHOL SCI, V21, P372, DOI 10.1177/0956797609360756",5,0.003056234718826406,0.0,0.10736215962755803,0.0003212306507464903
"Suitor J, 1997, SOC NETWORKS, V19, P51, DOI 10.1016/S0378-8733(96)00290-0",8,0.004889975550122249,0.011183573516984655,0.11076084868303755,1.3504691810186436e-06
"Blau PM, 2017, EXCHANGE POWER SOC, V0, P0, DOI 10.4324/9780203792643",11,0.006723716381418093,0.005971981086045531,0.1304847771179365,9.1894380714072e-05
"Kadushin C, 1982, SOCIAL STRUCTURE AND NETWORK ANALYSIS, V0, P147",9,0.005501222493887531,7.903173339778752e-05,0.09575600690073963,5.371101796741178e-05
"FARARO TJ, 1981, SOC NETWORKS, V3, P137, DOI 10.1016/0378-8733(81)90012-5",7,0.004278728606356968,0.0020212632214129597,0.07566847197045393,0.0018026534708418525
"Bellotti E, 2012, SOC NETWORKS, V34, P215, DOI 10.1016/j.socnet.2011.12.002",16,0.009779951100244499,0.036731583663579453,0.1459159527258664,0.00019000994373749523
"Burt RS, 2021, STRUC AN S, V0, P384",3,0.0018337408312958435,2.9908107340197244e-06,0.0021830247991617186,1.1555944576121093e-154
"ALBA RD, 1982, RES SOCIOLOGY ORG RE, V1, P0",6,0.003667481662591687,0.0,0.09684457360631347,0.0028416160952412835
"Kadushin C, 2004, SOC NETWORKS, V26, P75, DOI 10.1016/j.socnet.2004.01.009",5,0.003056234718826406,0.006783261182917052,0.09715189474429463,2.8111586456556307e-05
"BURT RS, 1987, SOC NETWORKS, V9, P75, DOI 10.1016/0378-8733(87)90019-0",7,0.004278728606356968,0.00010088770894693235,0.09573729176209,5.0148450774019005e-05
"Snijders TAB, 2008, MANUAL SIENA VERSION, V0, P0",19,0.011613691931540342,0.020568170195422168,0.13455290572743675,0.0009651288080305005
"Selfhout M, 2010, J PERS, V78, P509, DOI 10.1111/j.1467-6494.2010.00625.x",7,0.004278728606356968,0.0008985682842725497,0.1165591560501448,0.00020148545803679502
"BARABASI AL, 2003, LINKED EVERYTHING CO, V0, P0",4,0.0024449877750611247,0.0006764479707869355,0.10777554528068944,4.239835299651463e-05
"Hipp JR, 2009, CITY COMMUNITY, V8, P5, DOI 10.1111/j.1540-6040.2009.01267.x",3,0.0018337408312958435,0.0,0.09454542623059903,2.8520258118154503e-05
"BAYSE WA, 1987, SIGNAL MAGAZINE MAY, V0, P0",4,0.0024449877750611247,0.0,0.11281433747138035,0.00024299352363375384
"Blau PM, 1977, INEQUALITY AND HETEROGENEITY: A PRIMITIVE THEORY OF SOCIAL STRUCTURE, V0, P0",14,0.008557457212713936,0.00515758701551227,0.08283416814081906,0.06016437221757478
"FAUST K, 1992, SOC NETWORKS, V14, P5, DOI 10.1016/0378-8733(92)90013-W",0,0.0,0.0,0.0,1.304488961016322e-294
"Batagelj V, 1999, LECT NOTES COMPUT SC, V1731, P90",2,0.0012224938875305623,0.0,0.0012224938875305623,2.487448444635781e-175
