Document Type,Authors,Title,Journal,Year,Citations,Keywords,DOI,Affiliations,References
J,"['Wu, HC']",Correlated structural evolution within multiplex networks,JOURNAL OF COMPLEX NETWORKS,"SWITZ, DOI DOI 10.3390/E19100531",3,"['multiplex networks; dynamics of networks; information theory', 'ENTROPY; GRAPH; SIZE']",10.1093/comnet/cnaa014,"['Wu, HC (corresponding author), Univ Calif Davis, Dept Comp Sci, Davis, CA 95616 USA.']","['[Anonymous], 2010, Nonnegative decomposition of multivariate information']"
J,"['Burghardt, K']",Dyadic imbalance in networks,JOURNAL OF COMPLEX NETWORKS,2020,3,"['network imbalance; data fusion; dyadic imbalance', 'STRUCTURAL BALANCE; INTERNATIONAL NETWORKS; SIGNED NETWORKS; WAR; ENEMY;']",10.1093/comnet/cnaa001,"['Burghardt, K (corresponding author), Univ Southern Calif, Informat Sci Inst, Dept Comp Sci, Marina Del Rey, CA 90292 USA.']","['Adler ES, 2012, CONGRESS AND THE POLITICS OF PROBLEM SOLVING, P1']"
J,"['Krishnan, M']",Network using Michaelis-Menten kinetics: constructing an algorithm to,JOURNAL OF COMPLEX NETWORKS,2020,3,"['complex networks; gene expression data; Michaelis-Menton kinetics;', 'HUMAN SELENOPROTEIN H; REGULATORY NETWORKS; ASTHMA; BLOOD']",10.1093/comnet/cnz016,"['Krishnan, M (corresponding author), Univ Western Australia, Dept Math & Stat, Complex Syst Grp, Crawley, WA 6009, Australia.']","['Abdi H, 2010, WIRES COMPUT STAT, V2, P433, DOI 10.1002/wics.101']"
J,"['Minello, G']",Open system quantum thermodynamics of time-varying graphs,JOURNAL OF COMPLEX NETWORKS,2020,3,"['graph; thermodynamics', 'VON-NEUMANN ENTROPY; ENTANGLEMENT; LAPLACIANS']",10.1093/comnet/cnaa004,"['Minello, G (corresponding author), Univ Ca Foscari Venezia, Dipartimento Sci Ambientali Informat & Stat, Via Torino 155, I-30172 Venice, Italy.']","['Albert R, 2000, PHYS REV LETT, V85, P5234, DOI 10.1103/PhysRevLett.85.5234']"
J,"['Tennant, AG']",Who was the greatest of all-time? A historical analysis by a complex,JOURNAL OF COMPLEX NETWORKS,2020,3,['boxing; PageRank; ranking'],10.1093/comnet/cnaa009,"['Tennant, AG (corresponding author), Univ Southern Indiana, Business & Engn Ctr 2030, Dept Engn, 8600 Univ Blvd, Evansville, IN 47712 USA.']","['Andref W., 2006, HDB EC SPORT']"
J,"['Komjathy, J']",Transfinite fractal dimension of trees and hierarchical scale-free,JOURNAL OF COMPLEX NETWORKS,2019,3,"['fractal dimension; growth rate; hierarchical graph sequence model;', 'SELF-SIMILARITY']",10.1093/comnet/cnz005,"['Molontay, R (corresponding author), Budapest Univ Technol & Econ, Dept Stochast, POB 91, H-1521 Budapest, Hungary.; Molontay, R (corresponding author), MTA BME Stochast Res Grp, POB 91, H-1521 Budapest, Hungary.']","['Andrade JS, 2005, PHYS REV LETT, V94, DOI 10.1103/PhysRevLett.94.018702']"
J,"['Radulescu, A']",Asymptotic sets in networks of coupled quadratic nodes,JOURNAL OF COMPLEX NETWORKS,2019,3,"['discrete dynamics; complex quadratic maps; dynamic networks;', 'DYNAMICS; POLYNOMIALS; MAPS']",10.1093/comnet/cny021,"['Radulescu, A (corresponding author), SUNY Coll New Paltz, Dept Math, New Paltz, NY 12561 USA.']","['[Anonymous], NEUROSCIENCE DATABAS']"
J,"['Van Lierde, H']",Spectral clustering algorithms for the detection of clusters in,JOURNAL OF COMPLEX NETWORKS,2019,3,"['complex networks; spectral clustering; cyclic graph; acyclic graph;', 'NETWORKS; WEB']",10.1093/comnet/cny011,"['Van Lierde, H (corresponding author), City Univ Hong Kong, Dept Elect Engn, Kowloon Tong, 83 Tat Chee Av, Hong Kong, Peoples R China.']","['[Anonymous], 2012, Group Inverses of M-Matrices and Their Applications']"
J,"['Faccin, M']",Entrograms and coarse graining of dynamics on complex networks,JOURNAL OF COMPLEX NETWORKS,2018,3,['CORE-PERIPHERY STRUCTURE; OPINION DYNAMICS; COMMUNITIES; MODELS'],10.1093/comnet/cnx055,"['Faccin, M (corresponding author), Catholic Univ Louvain, Inst Informat & Commun Technol Elect & Appl Math, Ave Georges Lemaitre 4, B-1348 Louvain La Neuve, Belgium.']","['Abbe E, 2018, FOUND TRENDS COMMUN, V14, P1, DOI 10.1561/0100000067']"
J,"['Labatut, V']",Continuous average Straightness in spatial graphs,JOURNAL OF COMPLEX NETWORKS,2018,3,['spatial graph; Straightness; centrality measure; graph characterization'],10.1093/comnet/cnx033,"['Labatut, V (corresponding author), Univ Avignon, Lab Informat Avignon, 339 Chemin Meinajaries,Agroparc BP 91228, F-84911 Avignon 9, France.']","['Barthélemy M, 2011, PHYS REP, V499, P1, DOI 10.1016/j.physrep.2010.11.002']"
J,"['da Cunha, BR']",Performance of attack strategies on modular networks,JOURNAL OF COMPLEX NETWORKS,2017,3,"['complex networks; network robustness; network attack; network', 'COMPLEX NETWORKS; ERROR; PERCOLATION; ROBUSTNESS; RESILIENCE; TOLERANCE']",10.1093/comnet/cnx015,"['Gonçalves, S (corresponding author), Univ Fed Rio Grande do Sul, Inst Fis, Porto Alegre, RS, Brazil.']","['Agreste S, 2016, INFORM SCIENCES, V351, P30, DOI 10.1016/j.ins.2016.02.027']"
J,"['Chakraborty, T']",On the discovery of invariant groups in complex networks,JOURNAL OF COMPLEX NETWORKS,2017,3,"['invariant groups; community detection; permanence; dynamic networks', 'COMMUNITY STRUCTURE']",10.1093/comnet/cnx004,"['Chakraborty, T (corresponding author), Univ Maryland, UMIACS, College Pk, MD 20742 USA.']","['Ahn YY, 2010, NATURE, V466, P761, DOI 10.1038/nature09182']"
J,"['Spivak, DI']",Nesting of dynamical systems and mode-dependent networks,JOURNAL OF COMPLEX NETWORKS,2017,3,['Networks; dynamical systems; mode-dependence; systems of systems;'],"(corresponding author), MIT, Dept Math, Cambridge, MA 02139 USA.","['Spivak, DI (corresponding author), MIT, Dept Math, Cambridge, MA 02139 USA.']","['Albert R, 2000, NATURE, V406, P378, DOI 10.1038/35019019']"
J,"['Oseledets, IV']","Fast, memory-efficient low-rank approximation of SimRank",JOURNAL OF COMPLEX NETWORKS,2017,3,['Link Analysis; Similarity Search; SimRank; Lyapunov equation; svd;'],10.1093/comnet/cnw008,"['Ovchinnikov, GV (corresponding author), Skolkovo Inst Sci & Technol, Novaya St 100, Skolkovo 143025, Russia.; Ovchinnikov, GV (corresponding author), Russian Acad Sci, Inst Design Problems Microelect, Prosp 60 Letiya Oktyabrya 9, Moscow, Russia.; Ovchinnikov, GV (corresponding author), Innopolis Univ, 40-42 Profsoyuznaya Str, Kazan 420111, Russia.']","['[Anonymous], ACM INT C P SERIES']"
J,"['Yucel, M']",Detection of network communities with memory-biased random walk,JOURNAL OF COMPLEX NETWORKS,2017,3,"['memory-biased random walker (MBRW); community detection; module density;', 'STOCHASTIC SIMULATION']",10.1093/comnet/cnw007,"['Hershberg, U (corresponding author), Drexel Univ, Sch Biomed Engn & Hlth Syst, Philadelphia, PA 19104 USA.']","['Alm E, 2003, CURR OPIN STRUC BIOL, V13, P193, DOI 10.1016/S0959-440X(03)00031-9']"
J,"['Khaleque, A']",Frozen states and active-absorbing phase transitions of the Ising model,JOURNAL OF COMPLEX NETWORKS,2016,3,"['dynamics on networks; physical models on networks; evolving networks', 'ZERO-TEMPERATURE DYNAMICS; WORLD; PHYSICS']",10.1093/comnet/cnv024,"['Khaleque, A (corresponding author), Univ Calcutta, Dept Phys, 92 Acharya Prafulla Chandra Rd, Kolkata 700009, India.']","['Albert R, 2002, REV MOD PHYS, V74, P47, DOI 10.1103/RevModPhys.74.47']"
J,"['Mora, A']",Epigenetically driven network cooperativity: meta-analysis in multi-drug,JOURNAL OF COMPLEX NETWORKS,2016,3,"['osteosarcoma; gene expression; epigenetic treatments; network inference', 'genes, thus refining the evaluation of cross-linked pathway relationships and the accurate selection of targets. We demonstrate the utility of network-functionalized assessment of connected OS phenotypes, emphasizing two main observed features: (i) the differential spatial localization between single and combined epigenetic treatments in terms of network propagation of their variation effects and (ii) the controllability role played by specialized modules mediating the observed variation. While epigenetic regulation of cancer remains quite a hurdle, we stress the utility of inference based on integrative network approaches, and shed light on the mediation processes between complex phenotypes and regulatory circuits triggered by epigenetic treatments.', 'BIOL MED, V9, DOI 10.1186/1751-0473-9-17', 'INTEGRATIVE ANALYSIS; CANCER; DIFFERENTIATION; CONTROLLABILITY;']",10.1093/comnet/cnv017,"['Capobianco, E (corresponding author), CNR, Inst Clin Physiol, LISM, Pisa, Italy.; Capobianco, E (corresponding author), Univ Miami, CCS, Gables One Tower 600,1320 S Dixie Highway, Miami, FL 33146 USA.']","['[Anonymous], 2006, INTERJOURNALCOMPLEX']"
J,"['Rosen, Y']",Topological similarity as a proxy to content similarity,JOURNAL OF COMPLEX NETWORKS,2016,3,"['community detection; content; structure; network attribute vector', 'PROTEIN-INTERACTION NETWORK; IDENTIFICATION; CENTRALITY; MOTIFS; SPACE;']",10.1093/comnet/cnv012,"['Rosen, Y (corresponding author), Bar Ilan Univ, Dept Math, IL-52900 Ramat Gan, Israel.']","['Alon U, 2007, NAT REV GENET, V8, P450, DOI 10.1038/nrg2102']"
J,"['Gutfraind, A']",Modelling the neighbour aid phenomenon for installing costly complex,JOURNAL OF COMPLEX NETWORKS,2015,3,['cognitive network; infrastructure network; disaster recovery;'],10.1093/comnet/cnu033,"['Gutfraind, A (corresponding author), Univ Illinois, 1603 W Taylor St, Chicago, IL 60612 USA.']","['ADIBI MM, 1994, IEEE T POWER SYST, V9, P22, DOI 10.1109/59.317561']"
J,"['Rogers, T']",Null models for dynamic centrality in temporal networks,JOURNAL OF COMPLEX NETWORKS,2015,3,['temporal networks; centrality; graph metrics; null models'],10.1093/comnet/cnu014,"['Rogers, T (corresponding author), Univ Bath, Ctr Networks & Collect Behav, Dept Math Sci, Bath BA2 7AY, Avon, England.']","['[Anonymous], P R SOC A']"
J,"['Grindrod, P']",Primary evolving networks and the comparative analysis of robust and,JOURNAL OF COMPLEX NETWORKS,2014,3,"['networks; communicability; brain science; fMRI data; robustness;', 'MODELS']",10.1093/comnet/cnt015,"['Stoyanov, ZV (corresponding author), Univ Reading, Dept Math & Stat, Reading, Berks, England.']","['[Anonymous], HIGH RESOLUTIO UNPUB']"
J,"['Estrada, E']",Journal of Complex Networks: Quo Vadis?,JOURNAL OF COMPLEX NETWORKS,2013,3,[],10.1093/comnet/cnt008,[],[]
J,"['Travieso, G']",Predicting efficiency in master-slave grid computing systems,JOURNAL OF COMPLEX NETWORKS,2013,3,['grid computing; efficiency; topology; prediction'],10.1093/comnet/cnt005,"['Travieso, G (corresponding author), Univ Sao Paulo, Inst Fis Sao Carlos, Sao Paulo, Brazil.']","['Boccaletti S, 2006, PHYS REP, V424, P175, DOI 10.1016/j.physrep.2005.10.009']"
J,"['Liu, JB']",Property analysis and coherence dynamics for tree-symmetric networks,JOURNAL OF COMPLEX NETWORKS,2024,2,"['complex networks; network algorithm; noise; coherence; topology', 'MULTIAGENT SYSTEMS; 2ND-ORDER CONSENSUS; LEADER SELECTION; LAPLACIAN']",10.1093/comnet/cnae029,"['Cao, JD (corresponding author), Southeast Univ, Sch Math, Nanjing 211189, Jiangsu, Peoples R China.; Cao, JD (corresponding author), Purple Mt Labs, Nanjing 211111, Jiangsu, Peoples R China.; Cao, JD (corresponding author), Ahlia Univ, Manama, Bahrain.']","['Chandra AK, 1997, COMPUT COMPLEX, V6, P312']"
J,"['Zhang, Q']",Improving the controllability robustness of complex temporal networks,JOURNAL OF COMPLEX NETWORKS,2024,2,"['complex temporal networks; network controllability; dynamic graph;', 'STRUCTURAL CONTROLLABILITY; NODES']",10.1093/comnet/cnae027,"['Zhang, Q (corresponding author), Tianjin Chengjian Univ, Sch Control & Mech Engn, Tianjin 300384, Peoples R China.']","['Adedeji KB, 2023, J SENS ACTUAT NETW, V12, DOI 10.3390/jsan12040051']"
J,"['Andres, E']",Detecting periodic time scales of changes in temporal networks,JOURNAL OF COMPLEX NETWORKS,2024,2,"['temporal networks; power spectrum', 'DYNAMICS; MODELS']",10.1093/comnet/cnae004,"['Karsai, M (corresponding author), Cent European Univ, Dept Network & Data Sci, Quellenstr 51, A-1100 Vienna, Austria.; Karsai, M (corresponding author), Alfred Renyi Inst Math, Natl Lab Hlth Secur, Realtanoda Utca 13-15, H-1053 Budapest, Hungary.']","['Aledavood T, 2015, FRONT PHYS-LAUSANNE, V3, DOI 10.3389/fphy.2015.00073']"
J,"['Zhang, J']",Community detection based on nonnegative matrix tri-factorization for,JOURNAL OF COMPLEX NETWORKS,2024,2,"['multiplex networks; community detection; nonnegative matrix', 'INNOVATION NETWORK; EVOLUTION; MODEL']",10.1093/comnet/cnae012,"['Wang, FF (corresponding author), Hunan Railway Profess Technol Coll, Finance Dept, Zhuzhou 412001, Hunan, Peoples R China.']","['Abbood A. D., 2021, Period. Eng. Nat. Sci, V9, P796']"
J,"['Keating, LA']",A generating-function approach to modelling complex contagion on,JOURNAL OF COMPLEX NETWORKS,2023,2,"['network dynamics; branching processes; complex contagion;', 'CASCADES']",10.1093/comnet/cnad042,"['Keating, LA (corresponding author), Univ Limerick, Dept Math & Stat, MACSI, Limerick V94 T9PX, Ireland.; Keating, LA (corresponding author), Univ Calif Los Angeles, Dept Math, Los Angeles, CA 90095 USA.']","['[Anonymous], 2016, Frontiers in Applied Dynamical Systems: Reviews and Tutorials']"
J,"['Kiss, IZ']",Insights from exact social contagion dynamics on networks with,JOURNAL OF COMPLEX NETWORKS,2023,2,['Networks; Higher-order; Epidemics; Markov-chain'],10.1093/comnet/cnad044,"['Kiss, IZ (corresponding author), Northeastern Univ London, Network Sci Inst, London E1W 1LP, England.']","['Albert R, 2002, REV MOD PHYS, V74, P47, DOI 10.1103/RevModPhys.74.47']"
J,"['Goyal, R']",Framework for converting mechanistic network models to probabilistic,JOURNAL OF COMPLEX NETWORKS,2023,2,"['networks; mechanistic models; probabilistic models', 'TRANSMISSION; SPREAD']",10.1093/comnet/cnad034,"['Goyal, R (corresponding author), Univ Calif San Diego, Div Infect Dis & Global Publ Hlth, 9500 Gilman Dr, La Jolla, CA 92093 USA.']","['Arnold TB, 2011, R J, V3, P34']"
J,"['Raj, U']",Some generalized centralities in higher-order networks represented by,JOURNAL OF COMPLEX NETWORKS,2023,2,['adjacency tensor; generalized centrality index; higher-order'],10.1093/comnet/cnad032,"['Bhattacharya, S (corresponding author), Shiv Nadar Inst Eminence, Sch Nat Sci, Dept Math, Tehsil Dadri, Gautam Buddha Nagar 201314, Uttar Pradesh, India.']","['Alvarez-Rodriguez U, 2021, NAT HUM BEHAV, V5, P586, DOI 10.1038/s41562-020-01024-1']"
J,"['Bowater, D']",PageRank centrality with non-local random walk-based teleportation,JOURNAL OF COMPLEX NETWORKS,2023,2,"['complex networks; centrality measures; PageRank; teleportation;', 'NETWORKS; RANKING']",10.1093/comnet/cnad024,"['Bowater, D (corresponding author), Univ Calgary, Dept Geomat Engn, 2500 Univ Dr NW, Calgary, AB T2N 1N4, Canada.']","['Agryzkov T, 2019, SYMMETRY-BASEL, V11, DOI 10.3390/sym11020284']"
J,"['Walker, DM']",Network of compression networks to extract useful information from,JOURNAL OF COMPLEX NETWORKS,2023,2,"['multivariate time series; compression networks; synchronization; network', 'TIPPING POINTS']",10.1093/comnet/cnad018,"['Walker, DM (corresponding author), Univ Western Australia, Dept Math & Stat, Nedlands, WA 6009, Australia.']","['Amigo JM, 2010, SPRINGER SER SYNERG, P1, DOI 10.1007/978-3-642-04084-9']"
J,"['Pichardo-Corpus, JA']",The concentration of edge betweenness in the evolution of planar graphs,JOURNAL OF COMPLEX NETWORKS,2023,2,"['betweenness concentration; congestion; mobility', 'CENTRALITY', 'REC PE']",10.1093/comnet/cnad004,"['Pichardo-Corpus, JA (corresponding author), Colegio Frontera Norte, Dept Estudios Urbanos & Medio Ambiente, Carreteraescen Tijuana Ensenada, Km 18-5, San Antonio Mar, Tijuana 22560, Baja California, Mexico.']","['Akbarzadeh M, 2018, NAT HUM BEHAV, V2, P645, DOI 10.1038/s41562-018-0407-3']"
J,"['Ceria, A']",Topological-temporal properties of evolving networks,JOURNAL OF COMPLEX NETWORKS,2022,2,"['evolving networks; structural analysis of networks; social;', ""WEB (WWW'13 COMPANION), P1343"", 'EVOLUTION; DYNAMICS; BURSTS']",10.1093/comnet/cnac041,"['Ceria, A (corresponding author), Delft Univ Technol, Fac Elect Engn Math & Comp Sci, Mekelweg 4, NL-2628 CD Delft, Netherlands.']","['Backlund VP, 2014, PHYS REV E, V89, DOI 10.1103/PhysRevE.89.062815']"
J,"['Gul, H']",Efficient link prediction model for real-world complex networks using,JOURNAL OF COMPLEX NETWORKS,2022,2,"['complex network; link prediction; Matrix-Forest index; network analysis;', 'MISSING LINKS']",10.1093/comnet/cnac039,"['Amin, A (corresponding author), Inst Management Sci, Ctr Excellence Informat Technol, Peshawar 25000, Pakistan.; Al-Obeidat, F (corresponding author), Zayed Univ, Coll Technol Innovat, Abu Dhabi 3838, U Arab Emirates.']","['Adamic LA, 2003, SOC NETWORKS, V25, P211, DOI 10.1016/S0378-8733(03)00009-1']"
J,"['Klishin, AA']",Exposure theory for learning complex networks with random walks,JOURNAL OF COMPLEX NETWORKS,2022,2,"['graph learning; complex networks; random walks', 'GENDERED CITATION PATTERNS; COVER TIME']",10.1093/comnet/cnac029,"['Bassett, DS (corresponding author), Univ Penn, Dept Phys & Astron, Dept Bioengn, Dept Neurol,Dept Elect & Syst Engn, 210 S 33rd St,240 Skirkanich Hall, Philadelphia, PA 19104 USA.; Bassett, DS (corresponding author), Univ Penn, Dept Psychiat, 210 S 33rd St,240 Skirkanich Hall, Philadelphia, PA 19104 USA.']","['Achlioptas D, 2009, J ACM, V56, DOI 10.1145/1538902.1538905']"
J,"['LaRock, T']",Sequential motifs in observed walks,JOURNAL OF COMPLEX NETWORKS,2022,2,"['Network motifs; Random walks; DeBruijn graphs; Higher-order networks;', 'W, DOI DOI 10.1145/2488388.2488502', ""WEB (WWW'16), P471, DOI 10.1145/2872427.2883045"", ""'04), P137"", ""WEB (WWW'16 COMPANION), P109, DOI 10.1145/2872518.2889398"", 'NETWORK MOTIFS; ALGORITHMS; GRAPH']",10.1093/comnet/cnac036,"['LaRock, T (corresponding author), Northeastern Univ, Network Sci Inst, 360 Huntington Ave, Boston, MA 02115 USA.; LaRock, T (corresponding author), Univ Oxford, Math Inst, Andrew Wiles Bldg,Radcliffe Observ Quarter 550, Oxford OX2 6GG, England.']","['Rossi RA, 2019, Arxiv, DOI arXiv:1901.10026']"
J,"['Barkanass, V']",Geometric sampling of networks,JOURNAL OF COMPLEX NETWORKS,2022,2,"['network sampling; backbone extraction; discrete Ricci curvature and', ""WEB (WWW'13 COMPANION), P1343"", 'METRIC-MEASURE-SPACES; RICCI CURVATURE']",UNPUB,"['Saucan, E (corresponding author), ORT Braude Coll Technol, Dept Appl Math, Snunit St 51, IL-2161002 Karmiel, Israel.']","['[Anonymous], 2009, Encyclopedia of distances']"
J,"['Jain, E']",Trust- and reputation-based opinion dynamics modelling over temporal,JOURNAL OF COMPLEX NETWORKS,2022,2,"['opinion; temporal network; trust; reputation; credibility score;', 'PROPAGATION']",10.1093/comnet/cnac019,"['Singh, A (corresponding author), Natl Inst Technol Delhi, Dept Comp Sci & Engn, New Delhi 110040, India.']","['[Anonymous], 2013, DYNAMICS COMPLEX NET']"
J,"['Zou, MB']",Analysing region of attraction of load balancing on complex network,JOURNAL OF COMPLEX NETWORKS,2022,2,"['complex network; region of attraction; load balancing; stability', 'LYAPUNOV FUNCTIONS; STABILITY; OPTIMIZATION']",10.1093/comnet/cnac025,"['Guo, WS (corresponding author), Cranfield Univ, Dept Aerosp, Cranfield MK43 0AL, Beds, England.']","['Anghel M, 2013, IEEE T CIRCUITS-I, V60, P2533, DOI 10.1109/TCSI.2013.2246233']"
J,"['Farzaneh, A']",An information theory approach to network evolution models,JOURNAL OF COMPLEX NETWORKS,2022,2,"['network evolution; information theory; Markov chain; stochastic process;', 'GENERATING ERDO']",10.1093/comnet/cnac020,"['Coon, JP (corresponding author), Univ Oxford, Dept Engn Sci, Parks Rd, Oxford OX1 3PJ, England.']","['Albert R, 2002, REV MOD PHYS, V74, P47, DOI 10.1103/RevModPhys.74.47']"
J,"['Tomasso, M']",Advances in scaling community discovery methods for signed graph,JOURNAL OF COMPLEX NETWORKS,2022,2,"['sign graph clustering; community discovery; sparse networks', 'WEB C, P641', 'BALANCE']",10.1093/comnet/cnac013,"['Tesic, J (corresponding author), Texas State Univ, Dept Comp Sci, 601 Univ Ave, San Marcos, TX 78666 USA.']","['Alabandi G., 2021, PROC INT C HIGH PERF, P1']"
J,"['Chen, SR']",Indirect inference of sensitive variables with peer network survey,JOURNAL OF COMPLEX NETWORKS,2021,2,"['indirect inference; sensitive variables; peer network survey', 'RANDOMIZED-RESPONSE; HIV-INFECTION; QUESTIONS; MODE; SEX']",10.1093/comnet/cnab034,"['Lu, X (corresponding author), Natl Univ Def Technol, Coll Syst Engn, Changsha 410073, Peoples R China.; Lu, X (corresponding author), Karolinska Inst, Dept Global Publ Hlth, S-17177 Stockholm, Sweden.']","['Aceijas C, 2004, AIDS, V18, P2295, DOI 10.1097/00002030-200411190-00010']"
J,"['Pappu, SJ']",Predicting unknown directed links of conserved networks from flow data,JOURNAL OF COMPLEX NETWORKS,2021,2,"['directed networks; link prediction; conservation; flow data; incidence', 'COMPLEX NETWORKS; RECONSTRUCTION']",10.1093/comnet/cnab037,"['Bhatt, N (corresponding author), Indian Inst Technol Madras, PCoE Fro Network Syst Learning Control & Evolut, Chennai 600036, Tamil Nadu, India.; Bhatt, N (corresponding author), Indian Inst Technol Madras, Dept Biotechnol, Robert Ctr Data Sci & Artificial Intelligence, Chennai 600036, Tamil Nadu, India.']","['Ahuja RK., 1993, Network Flows: Theory, Algorithms, and Applications']"
J,"['Petrov, T']",Exact and approximate role assignment for multi-layer networks,JOURNAL OF COMPLEX NETWORKS,2021,2,"['multi-layer networks; role assignment; exact and approximate model', 'CENTRALITIES']",10.1093/comnet/cnab027,"['Tognazzi, S (corresponding author), Univ Konstanz, Dept Comp Sci, Univ Str 10, D-78464 Constance, Germany.; Tognazzi, S (corresponding author), Univ Konstanz, Ctr Adv Study Collect Behav, Univ Str 10, D-78464 Constance, Germany.']","['Barrett L, 2012, PHILOS T R SOC B, V367, P2108, DOI 10.1098/rstb.2012.0113']"
J,"['Nettasinghe, B']","Scale-free degree distributions, homophily and the glass ceiling effect",JOURNAL OF COMPLEX NETWORKS,2021,2,"['directed graph; preferential attachment; degree distribution; power-law;', 'WEB CONFERENCE (WWW2018), P923, DOI 10.1145/3178876.3186140']",10.1093/comnet/cnac007,"['Nettasinghe, B (corresponding author), Cornell Univ, Sch Elect & Comp Engn, Ithaca, NY 14853 USA.']","['Alipourfard N, 2020, NAT COMMUN, V11, DOI 10.1038/s41467-020-14394-x']"
J,"['Caldarelli, G']",Introduction to the Theory of Complex Systems,JOURNAL OF COMPLEX NETWORKS,2020,2,[],10.1093/comnet/cnz038,"['Caldarelli, G (corresponding author), Scuola IMT Alti Studi Lucca, Lucca, Italy.']","['THURNER S, INT THEORY COMPLEX S']"
J,"['Fu, X']",Modelling and analysis of tagging networks in Stack Exchange communities,JOURNAL OF COMPLEX NETWORKS,2020,2,"['co-tagging networks; folksonomy; Stack Exchange', 'WEB CONFERENCE (WWW 2019), P1409, DOI 10.1145/3308558.3313662']",10.1093/comnet/cnz045,"['Yu, SD (corresponding author), Cornell Univ, Dept Comp Sci, 107 Hoy Rd, Ithaca, NY 14853 USA.']","['Adamic L.A., 2008, P 17 INT C WORLD WID, P665, DOI DOI 10.1145/1367497.1367587']"
J,"['Sohn, Y']",Core-periphery segregation in evolving prisoner's dilemma networks (vol,JOURNAL OF COMPLEX NETWORKS,2020,2,[],10.1093/comnet/cnz042,"['Ahn, TK (corresponding author), Seoul Natl Univ, Dept Polit Sci & Int Relat, Gwanakro 1, Seoul 151746, South Korea.']","['SOHN Y, J COMPLEX NETWORKS']"
J,"['Balogh, SG']",Networks with degree-degree correlations are special cases of the,JOURNAL OF COMPLEX NETWORKS,2020,2,"['degree correlated networks; coloured random graph; percolation', 'COMPLEX NETWORKS']",10.1093/comnet/cnaa045,"['Kryven, I (corresponding author), Univ Utrecht, Math Inst, NL-3584 CD Utrecht, Netherlands.; Kryven, I (corresponding author), Ctr Complex Syst Studies, NL-3584 CE Utrecht, Netherlands.']","['Bianconi G, 2019, PHYS REV E, V100, DOI 10.1103/PhysRevE.100.062311']"
J,"['Böttcher, L']",A Random-Line-Graph Approach to Overlapping Line Segments,JOURNAL OF COMPLEX NETWORKS,2020,2,"['spatial networks; random-graph models; random deposition', 'RANDOM SEQUENTIAL ADSORPTION; KINETICS; FIBRIN']",10.1093/comnet/cnaa029,"['Böttcher, L (corresponding author), Univ Calif Los Angeles, Computat Med, Los Angeles, CA 90095 USA.; Böttcher, L (corresponding author), Swiss Fed Inst Technol, Inst Theoret Phys, CH-8093 Zurich, Switzerland.; Böttcher, L (corresponding author), Swiss Fed Inst Technol, Ctr Econ Res, CH-8092 Zurich, Switzerland.']","['Anderson T.L., 2017, Fracture mechanics: fundamentals and applications, V3rd ed., DOI [DOI 10.1201/9781315370293, 10.1201/9781315370293]']"
J,"['Jokic, I']",Linear processes on complex networks,JOURNAL OF COMPLEX NETWORKS,2020,2,['complex networks; large-scale networks; linear dynamics; linear'],10.1093/comnet/cnaa030,"['Jokic, I (corresponding author), Delft Univ Technol, Fac Elect Engn Math & Comp Sci, Quantum & Comp Engn, Delft, Netherlands.']","['AKBARI S, RANKS SIGNATUR UNPUB']"
J,"['Vargas, FE']",Digging the topology of rock art in northwestern Patagonia,JOURNAL OF COMPLEX NETWORKS,2020,2,"['archaeology; complex networks; Patagonia; rock art; modularity', 'NETWORK ANALYSIS']",10.1093/comnet/cnz033,"['Abramson, G (corresponding author), Ctr Atom Bariloche, Av E Bustillo 9500,R8402AGP, San Carlos De Bariloche, Rio Negro, Argentina.; Abramson, G (corresponding author), Inst Balseiro, Consejo Nacl Invest Cient & Tecn CONICET, Comis Nacl Energia Atom CNEA, Av E Bustillo 9500,R8402AGP, San Carlos De Bariloche, Rio Negro, Argentina.']","['Albornoz A., 1996, ARQUEOLOGIA PRIME SO']"
J,"['Stegehuis, C']",Closure coefficients in scale-free complex networks,JOURNAL OF COMPLEX NETWORKS,2020,2,"['random graphs; complex networks; closure coefficient; transitivity', 'INTERNET']",10.1093/comnet/cnaa020,"['Stegehuis, C (corresponding author), Univ Twente, Dept Elect Engn Math & Comp Sci, Enschede, Netherlands.']","['Albert R, 1999, NATURE, V401, P130, DOI 10.1038/43601']"
J,"['Fujita, A']",A semi-parametric statistical test to compare complex networks,JOURNAL OF COMPLEX NETWORKS,2020,2,"['random graph; parameter estimation; model selection; ANOVA; graph', 'SALMONELLA']",10.1093/comnet/cnz028,"['Fujita, A (corresponding author), Univ Sao Paulo, Dept Comp Sci, Inst Math & Stat, Rua Matao 1010, BR-05508090 Sao Paulo, SP, Brazil.']","['[Anonymous], 2003, Random Geometric Graphs']"
J,"['Gorsky, A']",Finite-size effects in exponential random graphs,JOURNAL OF COMPLEX NETWORKS,2020,2,"['random graphs; finite size effect; two-star model; phase transition', 'PHASE-TRANSITIONS; MODELS', 'F, 1993, PHYS LETT B, V302, P403, DOI 10.1016/0370-2693(93)90417-G']",10.1093/comnet/cnaa008,"['Valba, O (corresponding author), Natl Res Univ Higher Sch Econ, Dept Appl Math, Moscow 101000, Russia.']","['Aiello W, 2001, EXP MATH, V10, P53, DOI 10.1080/10586458.2001.10504428']"
